ReturnId	ShipmentItemId	PkgID	Asin	FCSku	FNSku	LPN	BOL
5293045033552	228201878175	spL1IPkJLlM	B09GFV6WLY	ZZWHJH13GY	B09GFV6WLY	LPNHE641716112	00340435083304682065
5298909491552	228201999175	spL1IO707lP	B09K46N3LW	ZZWGQCBAZ2	X001I5JF3R	LPNHE663033788	00340435083304681167
5296702086552	918868317143	spL19J7pp2l	B00SOX5JUQ	ZZWH6X8MLK	X001BYCF0P	LPNHE650353248	AB1334945852
5296685683552	918868690143	spL19LK62nN	B01LYTUUQH	ZZWH3OF120	X001I7DBP3	LPNHE639656505	AB1334946008
5296659023552	918872512143	spL1j4I33nI	B08YXRNWWQ	ZZWH0JM02C	X001DUXSIF	LPNA014417984	AB1334946261
5298039535552	918871999143	spL1IK9i12j	B09BVF3Q4M	ZZWGXKYNFQ	B09BVF3Q4M	LPNHE645250567	H1020200500348501044
5296612916552	918873824143	spe0151C49H	B01N3MJGTJ	ZZWH0GQWSS	X001DE9P7T	LPNIC062242528	AB1334946015
5295895206552	637497671174	spL1jlPIpLl	B08F52RHYS	ZZWJBTSIKW	X0017R798T	LPNHK102917689	H1020130253911101044
5295895206552	637497672174	spL1jlPIpLl	B09SLL22CR	ZZWHJXBT2Q	X001IQHKA1	LPNHK101133741	H1020130253911101044
5295895206552	637497673174	spL1jlPIpLl	B09SLL22CR	ZZWHN84KRS	X001IQHKA1	LPNHK101394193	H1020130253911101044
5295895206552	637497674174	spL1jlPIpLl	B08Z77B5G5	ZZWO90URFM	X001C4XST1	LPNHE566368562	H1020130253911101044
5296721074552	637498535174	spL1j221LOn	B09L3V5J59	ZZWGUKYZRK	B09L3V5J59	LPNHL968235174	H1020130253938601044
5296692594552	637497558174	spJ171i1Lj4	B092VX3LV8	ZZWHG6Y8OM	X001CW8RI5	LPNHE621704404	H1020130253936001044
5296657202552	637498216174	spJ1709103P	B08L5161TC	ZZWH1WXWE8	X001C64FKP	LPNHK102091160	H1020130253937601044
5293484966552	637498994174	spL1j21O6lJ	B09DCVZFVL	ZZWHXKEEL8	X001FCXJIP	LPNHE640630930	H1020130253909301044
5296434794552	637498893174	spL1j2237iN	B087JJ4Q9Q	ZZWGX9VAXK	X0018W8AXL	LPNHL968229064	H1020130253934701044
5291808093552	637505805174	spL186jI97L	B09K7FM5D6	ZZWHUMHA4W	X001GNLSQ3	LPNHE640429187	H1020130254022801044
5291808093552	637505806174	spL186jI97L	B096V2N134	ZZWHEOP9E4	X001HLF52H	LPNHE641364981	H1020130254022801044
5291808093552	637505807174	spL186jI97L	B096V2N134	ZZWHFV77K0	X001HLF52H	LPNHE641545232	H1020130254022801044
5291808093552	637505808174	spL186jI97L	B096V2N134	ZZWHGK59GE	X001HLF52H	LPNHE649696311	H1020130254022801044
5291808093552	637505809174	spL186jI97L	B096V2N134	ZZWHGLT6EE	X001HLF52H	LPNHE650120169	H1020130254022801044
5291808093552	637505810174	spL186jI97L	B096V2N134	ZZWHSOXJEW	X001HLF52H	LPNHE652767183	H1020130254022801044
5291808093552	637505811174	spL186jI97L	B096V2N134	ZZWHTN2FRO	X001HLF52H	LPNHE654787870	H1020130254022801044
5291808093552	637505812174	spL186jI97L	B096V2N134	ZZWHTYQGU0	X001HLF52H	LPNHE652748630	H1020130254022801044
5291808093552	637505813174	spL186jI97L	B096V2N134	ZZWHW9QZIU	X001HLF52H	LPNHE640149736	H1020130254022801044
5291808093552	637505814174	spL186jI97L	B096V2N134	ZZWHXMPD8O	X001HLF52H	LPNHE647613298	H1020130254022801044
5291808093552	637505815174	spL186jI97L	B096V2N134	ZZWHZSXTY6	X001HLF52H	LPNHE639680786	H1020130254022801044
5291808093552	637505816174	spL186jI97L	B096V2N134	ZZWI085EU2	X001HLF52H	LPNHE640813522	H1020130254022801044
5291808093552	637505817174	spL186jI97L	B096V2N134	ZZWI0QSASW	X001HLF52H	LPNHE617050871	H1020130254022801044
5291808093552	637505818174	spL186jI97L	B096V2N134	ZZWI5AUVAS	X001HLF52H	LPNHE620623201	H1020130254022801044
5291808093552	637505819174	spL186jI97L	B07NXRZLN8	ZZWSKFDURY	B07NXRZLN8	LPNHE513376449	H1020130254022801044
5291808093552	637505820174	spL186jI97L	B098PZF2SS	ZZWHEP8DXM	X001HPYQXH	LPNHE649963634	H1020130254022801044
5291808093552	637505821174	spL186jI97L	B098PZF2SS	ZZWHGHX6XK	X001HPYQXH	LPNHE615166354	H1020130254022801044
5291808093552	637505822174	spL186jI97L	B098PZF2SS	ZZWHUCSD52	X001HPYQXH	LPNHE651761439	H1020130254022801044
5291808093552	637505823174	spL186jI97L	B098PZF2SS	ZZWHW50G8Y	X001HPYQXH	LPNHE640439832	H1020130254022801044
5291808093552	637505824174	spL186jI97L	B098PZF2SS	ZZWHZGPFA4	X001HPYQXH	LPNHE646361054	H1020130254022801044
5291808093552	637505780174	spL186jI97L	B098PZF2SS	ZZWHYHLSVY	X001HPYQXH	LPNHE639866623	H1020130254022801044
5291808093552	637505781174	spL186jI97L	B096VK777Y	ZZWHGIWY5U	X001FD8KAV	LPNA014280541	H1020130254022801044
5291808093552	637505782174	spL186jI97L	B096VK777Y	ZZWHRI1L30	X001FD8KAV	LPNHE653919664	H1020130254022801044
5291808093552	637505783174	spL186jI97L	B096VK777Y	ZZWI5C8LGM	X001FD8KAV	LPNA016685350	H1020130254022801044
5291808093552	637505784174	spL186jI97L	B096VHNFV8	ZZWI5I9FLG	X001HVEO29	LPNHE653509769	H1020130254022801044
5291808093552	637505785174	spL186jI97L	B089M69VQF	ZZWHYGDCNM	X0016QO4N9	LPNHE654952393	H1020130254022801044
5291808093552	637505786174	spL186jI97L	B089M69VQF	ZZWI01MYPM	X0016QO4N9	LPNHE639693358	H1020130254022801044
5291808093552	637505787174	spL186jI97L	B089M69VQF	ZZWI0LQFT8	X0016QO4N9	LPNHE653526366	H1020130254022801044
5291808093552	637505788174	spL186jI97L	B089M69VQF	ZZWI3IBYLW	X0016QO4N9	LPNHE617050655	H1020130254022801044
5291808093552	637505789174	spL186jI97L	B09HXQ54MV	ZZWHUBKZ6I	X001GAR0BD	LPNHE652974602	H1020130254022801044
5291808093552	637505790174	spL186jI97L	B096VK777Y	ZZWKDII0HG	X001DW6XP3	LPNHE608492011	H1020130254022801044
5291808093552	637505791174	spL186jI97L	B096VHNFV8	ZZWHUU8AUM	X001HVEO29	LPNHE625437273	H1020130254022801044
5291808093552	637505792174	spL186jI97L	B096VHNFV8	ZZWI46DFBK	X001HVEO29	LPNHE654425364	H1020130254022801044
5291808093552	637505793174	spL186jI97L	B09K7G4P2Y	ZZWHEOWSNE	X001GNN1CH	LPNHE654971687	H1020130254022801044
5291808093552	637505794174	spL186jI97L	B09K7G4P2Y	ZZWHGISLG6	X001GNN1CH	LPNHE649790626	H1020130254022801044
5291808093552	637505795174	spL186jI97L	B09K7G4P2Y	ZZWHTU9XS6	X001GNN1CH	LPNHE651435973	H1020130254022801044
5291808093552	637505796174	spL186jI97L	B09K7G4P2Y	ZZWHW3OF06	X001GNN1CH	LPNHE639911159	H1020130254022801044
5291808093552	637505797174	spL186jI97L	B096V2DHMH	ZZWHEPH5K4	X001DW1TD9	LPNHE654221764	H1020130254022801044
5291808093552	637505798174	spL186jI97L	B093R2NSMF	ZZWHFZF0Y6	X001D3297D	LPNIC062749679	H1020130254022801044
5291808093552	637505799174	spL186jI97L	B09K7CQBF9	ZZWHTH7V92	X001GNN9A1	LPNHE651638883	H1020130254022801044
5291808093552	637505800174	spL186jI97L	B09K7CQBF9	ZZWHGPDC22	X001HBJ9YH	LPNHE651227760	H1020130254022801044
5291808093552	637505801174	spL186jI97L	B09Q3L3HW3	ZZWHFA26Y8	X001I0H89F	LPNHE645278190	H1020130254022801044
5291808093552	637505802174	spL186jI97L	B07DD5DR34	ZZWHFQW124	X001IJFACN	LPNHE649909126	H1020130254022801044
5291808093552	637505803174	spL186jI97L	B08DMVD9ZG	ZZWLW4OEX4	B08DMVD9ZG	LPNHE602674625	H1020130254022801044
5291808093552	637505804174	spL186jI97L	B09K7FM5D6	ZZWHTYO7TC	X001GNLSQ3	LPNHE640866736	H1020130254022801044
5291808093552	637504435174	spL186jI97L	B09QY7CJVZ	ZZWHTZ9F7A	X001I8AW6X	LPNHE640602953	H1020130254022801044
5291808093552	637504436174	spL186jI97L	B08LS7XVX9	ZZWT2JLN8A	B08LS7XVX9	LPNHE513402477	H1020130254022801044
5291808093552	637504437174	spL186jI97L	B096VK777Y	ZZWHGVKA4Y	X001HLCO49	LPNHE641503970	H1020130254022801044
5291808093552	637504438174	spL186jI97L	B09NQ7QTJ6	ZZWHEH42QW	X001HN2YGP	LPNHE649306565	H1020130254022801044
5291808093552	637504439174	spL186jI97L	B096VK777Y	ZZWHET2O92	X001HLCO49	LPNHE640479379	H1020130254022801044
5291808093552	637504440174	spL186jI97L	B096VK777Y	ZZWHFNWU82	X001HLCO49	LPNHE650121070	H1020130254022801044
5291808093552	637504441174	spL186jI97L	B096VK777Y	ZZWHTKLRG2	X001HLCO49	LPNHE651800769	H1020130254022801044
5291808093552	637504442174	spL186jI97L	B09SG2SXNS	ZZWHEGDVKQ	X001IQVXCH	LPNHE649780190	H1020130254022801044
5291808093552	637504443174	spL186jI97L	B08Q34G1CJ	ZZWHTDQT4O	X001A9OF09	LPNHE651620835	H1020130254022801044
5291808093552	637504444174	spL186jI97L	B09K7FP652	ZZWHGL3MSU	X001GNN1CR	LPNHE641338780	H1020130254022801044
5291808093552	637504445174	spL186jI97L	B09K7FM5D6	ZZWI03BKJG	X001GNLSQ3	LPNHE655057950	H1020130254022801044
5291808093552	637505766174	spL186jI97L	B09K7CQBF9	ZZWHEPB186	X001GNN9A1	LPNHE641364986	H1020130254022801044
5291808093552	637505767174	spL186jI97L	B09K7CQBF9	ZZWHF0MFMG	X001GNN9A1	LPNHE641070965	H1020130254022801044
5291808093552	637505768174	spL186jI97L	B09K7CQBF9	ZZWHG2S9Q4	X001GNN9A1	LPNHE640989596	H1020130254022801044
5291808093552	637505769174	spL186jI97L	B09K7CQBF9	ZZWHGJWHWO	X001GNN9A1	LPNHE644260024	H1020130254022801044
5291808093552	637505770174	spL186jI97L	B09K7CQBF9	ZZWHJFQU2S	X001GNN9A1	LPNHE644302960	H1020130254022801044
5291808093552	637505771174	spL186jI97L	B09K7CQBF9	ZZWHUKJHZE	X001GNN9A1	LPNHE640076592	H1020130254022801044
5291808093552	637505772174	spL186jI97L	B09K7CQBF9	ZZWI4EIW6A	X001GNN9A1	LPNHK079416039	H1020130254022801044
5291808093552	637505773174	spL186jI97L	B096V1GXPK	ZZWHS9AJPE	X001DWHNZ7	LPNHE651778070	H1020130254022801044
5291808093552	637505774174	spL186jI97L	B096V1GXPK	ZZWHTX82UI	X001DWHNZ7	LPNHE651878373	H1020130254022801044
5291808093552	637505775174	spL186jI97L	B09Q8B3ZBZ	ZZWHE9WS7U	X001I1H7SV	LPNHE653998309	H1020130254022801044
5291808093552	637505776174	spL186jI97L	B09Q8B3ZBZ	ZZWHESREKW	X001I1H7SV	LPNHE653997896	H1020130254022801044
5291808093552	637505777174	spL186jI97L	B098P1ZV5S	ZZWHFS91G6	X001JB1X5N	LPNHE650244414	H1020130254022801044
5291808093552	637505778174	spL186jI97L	B098PZF2SS	ZZWHUCLRBY	X001HPYQXH	LPNHE652964080	H1020130254022801044
5291808093552	637505779174	spL186jI97L	B098PZF2SS	ZZWHY7CF0C	X001HPYQXH	LPNHE640151820	H1020130254022801044
5295877336552	637521151174	spe019651Dh	B08ZSL78XN	ZZWHCH62US	X001CFJ6YV	LPNHL964565891	AB1335596725
5298072533552	637520936174	spJ171i166I	B08JM6MK9V	ZZWHGKP7L6	B08JM6MK9V	LPNHE637954602	AB1335399637
5298146076552	637521349174	spJ16PM1Pl2	B08TMCG6JQ	ZZWGZUXJX6	X001B0O9HL	LPNHE641399343	AB1335381387
5294021536552	637521216174	spL1II2jlI0	B09KV1BT26	ZZWHF1IBM8	X001J6PM2X	LPNHE653010903	AB1334871637
5297288632552	637518752174	spJ16PM1Pkp	B07LBP8SNF	ZZWHEREX3E	X000YCI7YX	LPNHE649809041	AB1335479666
5298023385552	637521031174	spL1IO1jO3j	B09STHZ4K5	ZZWH48VFTI	B09STHZ4K5	LPNHK075102664	AB1335585947
5297980894552	637521467174	spJ171i1LJ3	B08XYMT9SM	ZZWGXBB0P6	X001BUEME1	LPNHE647772323	AB1335325018
5296429077552	637521217174	spL1j22373M	B09LTWPZ5N	ZZWHAP8TTY	X001GYL2Q3	LPNHE648029892	AB1335354653
5296631178552	637520994174	spJ171i162P	B00O9N1BHA	ZZWGXOJUBO	X001GT79GZ	LPNHL968168570	AB1335337343
5298033961552	637521133174	spJ171i139I	B09MCV1CSS	ZZWH4N2GT6	X001HB36KP	LPNHE649864972	AB1335497398
5298029988552	637521470174	spL1IO1jO30	B00DGCWLB0	ZZWH604ZIW	X0010I9W21	LPNHE641593554	AB1335591814
5298110778552	637521034174	spL1j21O50J	B09BZ1V3SD	ZZWHEOJTMW	X001F4RVXH	LPNHE641850165	AB1335394659
5298089467552	637518719174	spL1jJN5850	B07T7DFMXW	ZZWHULYNRK	X001HQXOKH	LPNHE651810793	AB1335653108
5294680280552	637521117174	spJ16MJ778J	B09V2R7PP3	ZZWH2E74BM	X001J989A7	LPNHE647768307	AB1335730442
5294023783552	637521224174	spJ16PM1omJ	B07GBQKQKF	ZZWHB3UPUQ	X00102BWHP	LPNHE649863159	AB1335754782
5294038995552	637521142174	spL1IO1joo6	B088P3RWRW	ZZWH6A0V4Y	X001ASR741	LPNHE648317269	AB1335737455
5296622405552	637521198174	spL1IO1joO0	B085PM3PTZ	ZZWH48TU2C	X001ADPOD7	LPNHK079326398	AB1335730861
5294185144552	637521640174	spL1IN1408i	B08Q4F7PJQ	ZZWH6UBTDG	X001A9U6J3	LPNHK100336305	AB1334876749
5296634749552	637521599174	spL1j221L1j	B095YLZHWG	ZZWGZYHT38	X001E50P49	LPNHL964087927	AB1335631304
5297825427552	637521929174	spL1IO0PPJM	B07BFPXK41	ZZWGVC9DGU	X001GUKGZF	LPNHE667923634	AB1335482201
5298106119552	637522027174	spJ171i165j	B08YDFTLPW	ZZWGX4T5LO	X001HXILK3	LPNHE635799704	AB1335404499
5295459150552	637521575174	spL1j21O5l5	B09QKRQJ8S	ZZWH5MJKJK	X001I4OZSD	LPNHE648252148	AB1334986075
5298091202552	637521644174	spL1j21O5JI	B071KPGRZH	ZZWH3EO6JE	B071KPGRZH	LPNIC027417021	AB1335008085
5296622812552	637521602174	spL1jJMMJ7N	B08T1N9XVH	ZZWGVUCWIS	X001BZ99YJ	LPNHE666835446	AB1335022269
5296033682552	637522356174	spL1Ii0M1M3	B09NJJ6QFL	ZZWHFQBIBO	X001HI1H3B	LPNHE641341595	AB1335506005
5296648762552	637522622174	spL1IO0PP97	B08PTTMXZ8	ZZWHHZZ5EO	X001A8K51D	LPNHK089118112	AB1335534056
5296658165552	637523349174	spL1jJN582k	B09F3G3T8K	ZZWGY5HOC4	X001FIR16P	LPNHK101766921	AB1335712514
5297624074552	800983891067	spJ170l79lJ	B097Q569SJ	ZZWGYUQYAC	B097Q569SJ	LPNHE666134651	H1020180586520701044
5298919775552	800984032067	spJ170l7JjJ	B08G4F3KDJ	ZZWGT5QDJY	X00182L7UT	LPNIC051492707	H1020180586518201044
